,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Cascading and Inheritance,Cascading and Inheritance,Cascading and Inheritance,Cascading and Inheritance,Cascading and Inheritance,Cascading and Inheritance,Cascading and Inheritance,Cascading and Inheritance
css- backgrounds-3,border-image-repeat,11.0,12,15.0[g 17],No,No,No
css- backgrounds-3,box-shadow,9.0[t 13],12,"2.0[g 18]
[g 19]",Yes[w 13],No,2.5
css- backgrounds-3,box-decoration-break,No,No,32.0[g 20],No[w 14],No,2.7[p 2]
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Line Layout[spec 8],Line Layout[spec 8],Line Layout[spec 8],Line Layout[spec 8],Line Layout[spec 8],Line Layout[spec 8],Line Layout[spec 8],Line Layout[spec 8]
CSS2,line-height,4.0,12,1.0,85,Yes,1.0
CSS2,vertical-align,8.0,12,1.0,85,Yes,1.0
Positioning,Positioning,Positioning,Positioning,Positioning,Positioning,Positioning,Positioning
CSS2,position,7.0,12,1.0,85,Yes,1.0
CSS2,top,8.0,12,1.0,85,Yes,1.0
CSS2,right,8.0,12,1.0,85,Yes,1.0
CSS2,bottom,8.0,12,1.0,85,Yes,1.0
CSS2,left,8.0,12,1.0,85,Yes,1.0
CSS2,z-index,8.0,12,1.9,85,Yes,1.0
Box Alignment Module,Box Alignment Module,Box Alignment Module,Box Alignment Module,Box Alignment Module,Box Alignment Module,Box Alignment Module,Box Alignment Module
css-align-3
css-align-3,align-content,11.0,12,28.0,Experimental,No,No
css-align-3, align-items,11.0,12,20.0,Experimental,No,No
css-align-3,align-self,11.0,12,20.0,Experimental,No,No
css-align-3,justify-content,11.0,12,20.0,Experimental,No,No
css-align-3,justify-items,No,12,No,No,No,No
css-align-3,justify-self,No,12,No,No,No,No
Generated and Replaced Content[spec 9],Generated and Replaced Content[spec 9],Generated and Replaced Content[spec 9],Generated and Replaced Content[spec 9],Generated and Replaced Content[spec 9],Generated and Replaced Content[spec 9],Generated and Replaced Content[spec 9],Generated and Replaced Content[spec 9]
CSS2,quotes,8.0,12,Yes,412[w 15],3.4,1.0
CSS2,content,9.0[t 14],12,1.9,Partial,Yes,2.7
CSS2,counter-increment,8.0,12,1.8,525,3.4,1.0
CSS2,counter-reset,8.0,12,1.8,525,3.4,1.0
Lists[spec 10],Lists[spec 10],Lists[spec 10],Lists[spec 10],Lists[spec 10],Lists[spec 10],Lists[spec 10],Lists[spec 10]
CSS2,list-style,4.0,12,1.0,85,Yes,1.0
CSS2,list-style-image,4.0,12,1.0,85,Yes,1.0
CSS2,list-style-position,4.0,12,1.0,85,Yes,1.0
CSS2,list-style-type,8.0,12,1.0,85,3.4,1.0
Colors,Colors,Colors,Colors,Colors,Colors,Colors,Colors
CSS2,color,3.0,12,1.0,85,Yes,1.0
css-color-3,opacity,9.0[t 1],12,1.7,125,4.0,2.0
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Backgrounds,Backgrounds,Backgrounds,Backgrounds,Backgrounds,Backgrounds,Backgrounds,Backgrounds
CSS2,background,4.0,12,1.0,85,Yes,1.0
CSS2,background-attachment,7.0,12,1.0,85,Yes,1.0
CSS2,background-color,4.0,12,1.0,85,Yes,1.0
CSS2,background-image,8.0,12,1.0,85,Yes,1.0
CSS2,background-position,8.0,12,1.0,85,Yes,1.0
CSS2,background-repeat,4.0,12,1.0,85,Yes,1.0
css- backgrounds-3,background (multiple),9.0[t 1],12,1.9.2,312,3.5,2.5
css- backgrounds-3,background-clip,9.0[t 1],12,2.0[g 21],Yes[w 16],Experimental,2.5
css- backgrounds-3,background-origin,9.0[t 1],12,2.0[g 21],Yes[w 16],Experimental,2.5
css- backgrounds-3,background-size,9.0[t 1],12,2.0[g 21],Yes[w 17],Experimental,2.5
Early ideas for css- backgrounds-4,background-position-x,8.0[t 15],12,No,Experimental,No,No
Early ideas for css- backgrounds-4,background-position-y,8.0[t 15],12,No,Experimental,No,No
Fonts,Fonts,Fonts,Fonts,Fonts,Fonts,Fonts,Fonts
CSS2,font,4.0,12,1.0,85,Yes,Incorrect
CSS2,font-family,4.0,12,1.0,85,Yes,1.0
CSS2,font-size,3.0,12,1.0,85,Yes,1.0
CSS2,font-style,4.0,12,1.0,85,Yes,1.0
CSS2,font-variant,4.0,12,1.0,125,Yes,1.0
CSS2,font-weight,8.0,12,Partial,Partial,Yes,Incorrect
css-fonts-3,font-size-adjust,10.0[t 16],12,1.9,No[w 18],No,No
css-fonts-3,font-stretch,9.0[t 1],12,9.0[g 22],No[w 19],No,No
css-fonts-3,font-feature-settings,10.0[t 17],12,34.0[2][g 23],No[w 20],No,No
css-fonts-3,font-kerning,No,No,34.0[2][g 23],No,No,No
css-fonts-3,font-language-override,No,No,34.0[2][g 23],No,No,No
css-fonts-3,font-synthesis,No,No,34.0[2][g 23],No,No,No
css-fonts-3,font-variant-alternates ,No,No,34.0[2][g 23],No,No,No
css-fonts-3,font-variant-caps ,No,No,34.0[2][g 23],No,No,No
css-fonts-3,font-variant-east-asian ,No,No,34.0[2][g 23],No,No,No
css-fonts-3,font-variant-ligatures,No,No,34.0[2][g 23],No,No,No
css-fonts-3,font-variant-numeric,No,No,34.0[2][g 23],No,No,No
css-fonts-3,font-variant-position ,No,No,34.0[2][g 23],No,No,No
css-fonts-3,unicode-range,9.0[t 18],12,38.0[g 24],No,No,No
 Text, Text, Text, Text, Text, Text, Text, Text
CSS2,text-align,4.0,12,1.0,85,Yes,1.0
CSS2,text-decoration,Yes,12,1.0,85,Yes,1.0
CSS2,text-indent,3.0,12,1.0,85,Yes,1.0
CSS2,text-transform,4.0,12,1.0,85,Yes,1.0
CSS2,letter-spacing,4.0,12,1.0,85,Yes,1.0
CSS2,word-spacing,8.0,12,1.0,85,Yes,1.0
CSS2,white-space,8.0,12,1.9.1,522,Yes,2.1
css-text-3,word-break,Partial,Partial,15.0[g 25],No,No,No
css-text-3,line-break,11.0,12,No,No,No,No
css-text-3,hyphens,10.0[t 19],12,6.0[g 26],Experimental,No,No
css-text-3,word-wrap,5.0,12,1.9.1,85,4.3,2.5
css-text-3,overflow-wrap,No,No,No[g 27],No,No,No
css-text-3,text-align-last,Partial,Partial,12.0[g 28],No[w 21],No,No
css-text-3,text-justify,5.5,12,No[g 29],No,No,No
css-text-3,text-emphasis,No,No,No,No,No,No
css-text-3,hanging-punctuation,No,No,No,No[w 22],No,No
Early ideas for css- text-4,hyphenate-character,No,No,No,No,No,No
Early ideas for css- text-4,hyphenate-limit-zone,10.0[t 20],12,No,No,No,No
Early ideas for css- text-4,hyphenate-limit-chars,10.0[t 21],12,No,No,No,No
Early ideas for css- text-4,hyphenate-limit-lines,10.0[t 22],12,No,No,No,No
Early ideas for css- text-4,hyphenate-limit-last,No,No,No,No,No,No
Early ideas for css- text-4,text-space-collapse,No,No,No,No,No,No
Early ideas for css- text-4,text-spacing,No,No,No,No,No,No
Early ideas for css- text-4,text-wrap,No,No,No,No,No,No
Text Decoration,Text Decoration,Text Decoration,Text Decoration,Text Decoration,Text Decoration,Text Decoration,Text Decoration
css-text- decor-3,text-shadow,10.0[t 23],12,1.9.1,Yes,3.4,2.1
css-text- decor-3,text-decoration-style,No,No,36.0[g 30][g 31],No[w 23],No,No
css-text- decor-3,text-decoration-color,No,No,36.0[g 30][g 31],No[w 23],No,No
css-text- decor-3,text-decoration-line,No,No,36.0[g 30][g 31],No[w 23],No,No
css-text- decor-3,text-decoration-skip,No,No,No,No[w 23],No,No
css-text- decor-3,text-underline-position,11.0,12,No,No,No,No
css-text- decor-3,text-emphasis-style,No,No,No,No,No,No
css-text- decor-3,text-emphasis-color,No,No,No,No,No,No
css-text- decor-3,text-emphasis,No,No,No,No,No,No
css-text- decor-3,text-emphasis-position,No,No,No,No,No,No
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Writing Modes,Writing Modes,Writing Modes,Writing Modes,Writing Modes,Writing Modes,Writing Modes,Writing Modes
CSS2,direction,5.0,12,1.0,85,Yes,1.0
CSS2,unicode-bidi,5.0,12,1.0,525,Yes,1.0
css- writing- modes-3,writing-mode,7.0[t 24],12,No[g 32],Nightly Build[w 24],No,No
css- writing- modes-3,text-combine-horizontal,11.0[t 25],12.0,No,No,No,No
css- writing- modes-3,text-orientation,No,No,No,No,No,No
Tables,Tables,Tables,Tables,Tables,Tables,Tables,Tables
CSS2,border-collapse,8.0,12,1.0,125,Yes,1.0
CSS2,border-spacing,8.0,12,1.0,125,Yes,1.0
CSS2,caption-side,8.0,12,1.4,85,Yes,1.0
CSS2,empty-cells,8.0,12,1.0,125,Yes,1.0
CSS2,table-layout,5.0,12,1.0,85,Yes,1.0
User interface,User interface,User interface,User interface,User interface,User interface,User interface,User interface
CSS2,cursor,5.5,12,1.8,125,Yes,Partial
CSS2,outline,8.0,12,1.8,125,Yes,1.0
CSS2,outline-color,8.0,12,1.8,125,Yes,1.0
CSS2,outline-style,8.0,12,1.8,125,Yes,1.0
CSS2,outline-width,8.0,12,1.8,125,Yes,1.0
css-ui-3,outline-offset,No,No,1.8,125,3.5,2.1
css-ui-3,box-sizing,8.0,12,29.0[g 33],Yes[w 25],3.3.2,1.0
css-ui-3,resize,No,No,2.0[g 34],525,No,No
css-ui-3,appearance,No,12,Experimental,Experimental,No,No
css-ui-3,icon,No,No,No,No,No,No
css-ui-3,nav-index,No,No,No,No,No,2.1
css-ui-3,nav-up,No,No,No,No,No,2.1
css-ui-3,nav-right,No,No,No,No,No,2.1
css-ui-3,nav-down,No,No,No,No,No,2.1
css-ui-3,nav-left,No,No,No,No,No,2.1
css-ui-3,text-overflow,Partial,Partial,7.0[g 35],Partial,3.5.6,Experimental (Nightly)[p 3]
Paged media,Paged media,Paged media,Paged media,Paged media,Paged media,Paged media,Paged media
CSS2
CSS2,page-break-before,4.0,12,Partial,Partial,3.5,1.0
CSS2,page-break-after,4.0,12,Partial,Partial,3.5,1.0
CSS2,page-break-inside,8.0,12,19.0[g 36],312,3.5,1.0
CSS2,orphans,8.0,12,No[g 37],312,3.5,1.0
widows,8.0,12,No[g 37],312,3.5,1.0
css-page-3,page,No,No,No,No,No,No
css-page-3,size,No,No,No[g 38],No[w 26],No,1.0
css-page-3,image-orientation,No,No,26.0[g 39],No,No,No
css-page-3,object-fit,No,No,36.0[g 40],No,No,2.7[p 4]
css-page-3,object-position,No,No,36.0[g 40],No,No,2.7[p 4]
Speech,Speech,Speech,Speech,Speech,Speech,Speech,Speech
css-speech-1,cue,No,No,No[g 41],No,No,1.0
css-speech-1,cue-after,No,No,No[g 41],No,No,1.0
css-speech-1,cue-before,No,No,No[g 41],No,No,1.0
css-speech-1,pause,No,No,No[g 41],No,No,1.0
css-speech-1,pause-after,No,No,No[g 41],No,No,1.0
css-speech-1,pause-before,No,No,No[g 41],No,No,1.0
css-speech-1,speak,No,No,No[g 41],Nightly build[w 27],No,1.0
css-speech-1,voice-family,No,No,No[g 41],No,No,1.0
css-speech-1,voice-balance,No,No,No[g 41],No,No,Experimental
css-speech-1,voice-duration,No,No,No[g 41],No,No,Experimental
css-speech-1,voice-pitch,No,No,No[g 41],No,No,Experimental
css-speech-1,voice-pitch-range,No,No,No[g 41],No,No,Experimental
css-speech-1,voice-rate,No,No,No[g 41],No,No,Experimental
css-speech-1,voice-stress,No,No,No[g 41],No,No,Experimental
css-speech-1,voice-volume,No,No,No[g 41],No,No,Experimental
css-speech-1,interpret-as,No,No,No[g 41],No,No,Experimental
css-speech-1,phonemes,No,No,No[g 41],No,No,Experimental
css-speech-1,rest,No,No,No[g 41],No,No,No
css-speech-1,rest-after,No,No,No[g 41],No,No,No
css-speech-1,rest-before,No,No,No[g 41],No,No,No
css-speech-1,mark,No,No,No[g 41],No,No,No
css-speech-1,mark-after,No,No,No[g 41],No,No,No
css-speech-1,mark-before,No,No,No[g 41],No,No,No
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Media Queries,Media Queries,Media Queries,Media Queries,Media Queries,Media Queries,Media Queries,Media Queries
css3- mediaqueries,width,9.0[t 26],12,1.9.1,525,4.1,2.0
css3- mediaqueries,height,9.0[t 26],12,1.9.1,525,4.1,2.0
css3- mediaqueries,device-width,9.0[t 26],12,1.9.1,525,4.1,2.0
css3- mediaqueries,device-height,9.0[t 26],12,1.9.1,525,4.1,2.0
css3- mediaqueries,device-aspect-ratio,9.0[t 26],12,1.9.1,525,4.1,2.0
css3- mediaqueries,color,9.0[t 26],12,1.9.1,525,4.1,2.5
css3- mediaqueries,color-index,9.0[t 26],12,1.9.1,525,4.1,2.5
css3- mediaqueries,monochrome,9.0[t 26],12,1.9.1,525,4.1,2.5
css3- mediaqueries,resolution,9.0[t 26],12,1.9.1,No,4.1,2.5
css3- mediaqueries,orientation,9.0[t 26],12,1.9.1,No,4.2.1,No
css3- mediaqueries,aspect-ratio,9.0[t 26],12,1.9.1,No,4.2.1,2.1
css3- mediaqueries,grid,11.0,12,Yes,No,4.1,2.5
css3- mediaqueries,scan,11.0,12,Yes,No,4.1,2.5
Ruby characters,Ruby characters,Ruby characters,Ruby characters,Ruby characters,Ruby characters,Ruby characters,Ruby characters
css-ruby-1,ruby-position,No,No,38.0[g 42],No,No,No
css-ruby-1,ruby-align,No,No,38.0[g 42],No,No,No
css-ruby-1,ruby-merge,No,No,No,No,No,No
Multi-column Layout,Multi-column Layout,Multi-column Layout,Multi-column Layout,Multi-column Layout,Multi-column Layout,Multi-column Layout,Multi-column Layout
css- multicol-1,column-count,10.0[t 27],12,Experimental[g 43],Experimental,No,2.8[p 5]
css- multicol-1,column-width,10.0[t 27],12,Experimental[g 43],Experimental,No,2.8[p 5]
css- multicol-1,column-gap,10.0[t 27],12,Experimental[g 43],Experimental,No,2.8[p 5]
css- multicol-1,column-rule,10.0[t 27],12,Experimental[g 43],Experimental,No,2.8[p 5]
css- multicol-1,columns,10.0[t 27],12,9.0[g 44],Experimental,No,2.8[p 5]
css- multicol-1,break-before,10.0[t 27],12,No[g 45],Experimental[w 28],No,2.8[p 5]
css- multicol-1,break-after,10.0[t 27],12,No[g 45],Experimental[w 28],No,2.8[p 5]
css- multicol-1,break-inside,10.0[t 27],12,No[g 45],No[w 29],No,2.8[p 5]
css- multicol-1,column-fill,10.0[t 27],12,14.0[g 46],No,No,2.8[p 5]
css- multicol-1,column-span,10.0[t 27],12,No[g 47],Experimental[w 30],No,2.8[p 5]
Grid layout,Grid layout,Grid layout,Grid layout,Grid layout,Grid layout,Grid layout,Grid layout
css- grid-1,grid,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-template,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-template-columns,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-template-rows,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-template-areas,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-auto-columns,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-auto-rows,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-auto-flow,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-auto-position,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-columns,10.0[t 28],12,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-columns-start,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-columns-end,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-row,10.0[t 29],12,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-row-start,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-row-end,No,No,Experimental[g 48],Experimental[w 31],No,No
css- grid-1,grid-area,No,No,Experimental[g 48],Experimental[w 31],No,No
Animation,Animation,Animation,Animation,Animation,Animation,Animation,Animation
css- animations-1
css- animations-1,animation,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
css- animations-1,animation-delay,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
css- animations-1,animation-direction,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
css- animations-1,animation-duration,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
css- animations-1,animation-iteration-count,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
css- animations-1,animation-name,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
css- animations-1,animation-play-state,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
css- animations-1,animation-timing-function,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
css- animations-1,animation-fill-mode,10.0[t 30],12,16.0[g 49],Experimental,No,2.12
Transforms,Transforms,Transforms,Transforms,Transforms,Transforms,Transforms,Transforms
css- transforms- 1
css- transforms- 1,transform,10.0[t 31],12,16.0,Experimental,No,2.12
css- transforms- 1,transform-origin,10.0[t 31],12,16.0,Experimental,No,2.12
css- transforms- 1,transform-style,10.0[t 31],12,16.0,Experimental,No,No
css- transforms- 1,perspective,10.0[t 31],12,16.0,Experimental,No,No
css- transforms- 1,perspective-origin,10.0[t 31],12,16.0,Experimental,No,No
css- transforms- 1,backface-visibility,10.0[t 31],12,16.0,Experimental,No,No
Transitions,Transitions,Transitions,Transitions,Transitions,Transitions,Transitions,Transitions
css- transitions-1
css- transitions-1,transition-property,10.0[t 32],12,16.0[g 50],Experimental,No,Experimental
css- transitions-1,transition-duration,10.0[t 32],12,16.0[g 50],Experimental,No,Experimental
css- transitions-1,transition-timing-function,10.0[t 32],12,16.0[g 50],Experimental,No,Experimental
css- transitions-1,transition-delay,10.0[t 32],12,16.0[g 50],Experimental,No,Experimental
css- transitions-1,transition,10.0[t 32],12,16.0[g 50],Experimental,No,Experimental
Flexible Box Layout,Flexible Box Layout,Flexible Box Layout,Flexible Box Layout,Flexible Box Layout,Flexible Box Layout,Flexible Box Layout,Flexible Box Layout
css- flexbox-1
css- flexbox-1,flex,11.0,12,22.0[g 51],9.0[w 32],No,2.12
css- flexbox-1,flex-basis,11.0,12,22.0[g 51],9.0[w 32],No,No
css- flexbox-1,flex-direction,11.0,12,22.0[g 51],9.0[w 32],No,2.12
css- flexbox-1,flex-flow,11.0,12,28.0,9.0[w 32],No,No
css- flexbox-1,flex-grow,11.0,12,22.0,9.0[w 32],No,2.12
css- flexbox-1,flex-shrink,11.0,12,22.0,9.0[w 32],No,No
css- flexbox-1,flex-wrap,11.0,12,28.0,9.0[w 32],No,No
css- flexbox-1,order,11.0,12,22.0,9.0[w 32],No,2.12
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Regions,Regions,Regions,Regions,Regions,Regions,Regions,Regions
css- regions-1
css- regions-1,flow-into,10.0[t 33],12,No[g 52],Nightly build,No,No
css- regions-1,flow-from,10.0[t 33],12,No[g 52],Nightly build,No,No
css- regions-1,region-fragment,No,No,No[g 52],Nightly build,No,No
css- regions-1,break-before,No,No,No[g 52],Nightly build,No,No
css- regions-1,break-after,No,No,No[g 52],Nightly build,No,No
css- regions-1,break-inside,No,No,No[g 52],Nightly build,No,No
Exclusions,Exclusions,Exclusions,Exclusions,Exclusions,Exclusions,Exclusions,Exclusions
css3- exclusions
css3- exclusions,wrap-flow,10.0[t 34],12,No[g 53],Nightly build,No,No
css3- exclusions,wrap-through,10.0[t 34],12,No[g 53],Nightly build,No,No
Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes
css- shapes-1
css- shapes-1,shape-margin,No,No,No,Nightly build,No,No
css- shapes-1,shape-outside,No,No,No,No,No,No
css- shapes-1,shape-image-threshold,No,No,No,No,No,No
Masking,Masking,Masking,Masking,Masking,Masking,Masking,Masking
CSS2,clip,8.0,12,1.0,85,Yes,1.0
css- masking-1
css- masking-1,clip-path,No,No,1.9.1,No,No,No
css- masking-1,clip-rule,No,No,No,No,No,No
css- masking-1,mask,No,No,Partial,Partial,Partial,Partial
css- masking-1,mask-box-image,No,No,No,Experimental,No,No
css- masking-1,mask-box-image-outset,No,No,No,No,No,No
css- masking-1,mask-box-image-repeat,No,No,No,No,No,No
css- masking-1,mask-box-image-slice,No,No,No,No,No,No
css- masking-1,mask-box-image-source,No,No,No,No,No,No
css- masking-1,mask-box-image-width,No,No,No,No,No,No
css- masking-1,mask-clip,No,No,No,Experimental,No,No
css- masking-1,mask-image,No,No,No,Experimental,No,No
css- masking-1,mask-origin,No,No,No,Experimental,No,No
css- masking-1,mask-position,No,No,No,Experimental,No,No
css- masking-1,mask-repeat,No,No,No,Experimental,No,No
css- masking-1,mask-size,No,No,No,Experimental,No,No
css- masking-1,mask-type,No,No,20.0,No,No,No
Compositing and Blending,Compositing and Blending,Compositing and Blending,Compositing and Blending,Compositing and Blending,Compositing and Blending,Compositing and Blending,Compositing and Blending
compositing- 1
compositing- 1,mix-blend-mode,No,No,32.0,No,No,No
compositing- 1,isolation,No,No,36.0,No,No,No
compositing- 1,background-blend-mode,No,No,30.0,No,No,No
Filter Effects,Filter Effects,Filter Effects,Filter Effects,Filter Effects,Filter Effects,Filter Effects,Filter Effects
filter- effects-1
filter- effects-1, filter,No,13,35.0[g 54],18.0[w 33],No,No
filter- effects-1,flood-color,No,No,No,No,No,No
filter- effects-1,flood-opacity,No,No,No,No,No,No
filter- effects-1,color-interpolation-filters,No,No,No,No,No,No
filter- effects-1,lighting-color,No,No,No,No,No,No
Pointer events,Pointer events,Pointer events,Pointer events,Pointer events,Pointer events,Pointer events,Pointer events
SVG1.1 and earlier draft of css3-ui, pointer-events,11.0,12.0,1.9.2,530,No,2.0
pointer- events, touch-action,11.0,12.0,29.0[g 55],No,No,No
Line Grid,Line Grid,Line Grid,Line Grid,Line Grid,Line Grid,Line Grid,Line Grid
css-line- grid-1
css-line- grid-1, box-snap,No,No,No,No,No,No
css-line- grid-1, line-grid,No,No,No,No,No,No
css-line- grid-1, line-slack,No,No,No,No,No,No
css-line- grid-1, line-snap,No,No,No,No,No,No
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Logical Properties,Logical Properties,Logical Properties,Logical Properties,Logical Properties,Logical Properties,Logical Properties,Logical Properties
Early ideas for css- logical-1
Early ideas for css- logical-1, block-size,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, inline-size,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, min-block-size,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, min-inline-size,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, max-block-size,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, max-inline-size,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, margin-block-start,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, margin-block-end,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, margin-inline-start,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, margin-inline-end,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, offset-block-start,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, offset-block-end,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, offset-inline-start,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, offset-inline-end,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, padding-block-start,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, padding-block-end,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, padding-inline-start,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, padding-inline-end,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-block-start-width,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-block-end-width,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-inline-start-width,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-inline-end-width,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-block-start-style,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-block-end-style,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-inline-start-style,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-inline-end-style,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-block-start-color,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-block-end-color,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-inline-start-color,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-inline-end-color,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-block-start,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-block-end,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-inline-start,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, border-inline-end,No,No,41.0[g 56],No,No,No
Early ideas for css- logical-1, background-image-transform,No,No,No,No,No,No
Early ideas for css- logical-1, border-image-transform,No,No,No,No,No,No
Will Change,Will Change,Will Change,Will Change,Will Change,Will Change,Will Change,Will Change
css-will- change-1,will-change,No,No,36.0,No,No,No
